"Titulo";"DataReferencia";"CodigoSELIC";"DataBaseEmissao";"DataVencimento";"TxCompra";"TxVenda";"TxIndicativas";"PU";"Desviopadrao";"IntervIndInfD0";"IntervIndSupD0";"IntervIndInfD1";"IntervIndSupD1";"Criterio"
"LFT";20170711;210100;20000701;20180901;"--";"--";"0,0037";"8944,159667";"2,99015595878066E-04";"-0,0039";"0,0144";"-0,0041";"0,0142";"Calculado"
"LFT";20170711;210100;20000701;20190301;"--";"--";"0,0066";"8943,578272";"2,70008994727069E-04";"-0,0025";"0,0178";"-0,0024";"0,0172";"Calculado"
"LFT";20170711;210100;20000701;20200301;"--";"--";"0,0119";"8941,74464";"6,91437717468583E-04";"0,0021";"0,0216";"0,0021";"0,021";"Calculado"
"LFT";20170711;210100;20000701;20200901;"--";"--";"0,0131";"8940,868075";"2,52124063328829E-04";"0,0029";"0,0236";"0,0028";"0,0232";"Calculado"
"LFT";20170711;210100;20000701;20210301;"--";"--";"0,0144";"8939,884175";"3,11189901756132E-04";"0,0051";"0,0232";"0,005";"0,0227";"Calculado"
"LFT";20170711;210100;20000701;20210901;"--";"--";"0,0146";"8939,150722";"3,21055895137048E-04";"0,0057";"0,0238";"0,0057";"0,0232";"Calculado"
"LFT";20170711;210100;20000701;20220301;"--";"--";"0,0147";"8938,470937";"3,95924168876202E-04";"0,0057";"0,0242";"0,0056";"0,0236";"Calculado"
"LFT";20170711;210100;20000701;20220901;"--";"--";"0,0145";"8937,889542";"2,97291459445219E-04";"0,0054";"0,0239";"0,0055";"0,0231";"Calculado"
"LFT";20170711;210100;20000701;20230301;"--";"--";"0,0142";"8937,415481";"6,49242705401223E-04";"0,0058";"0,0223";"0,0054";"0,0218";"Calculado"
"NTN-B";20170711;760199;20000715;20180815;"4,568";"4,5458";"4,5538";"3110,768323";"6,39487992438552E-03";"4,0818";"5,0227";"4,0294";"4,971";"Calculado"
"NTN-B";20170711;760199;20000715;20190515;"4,5311";"4,5083";"4,52";"3099,552294";"2,72441993309626E-15";"4,1287";"4,9322";"4,0983";"4,9024";"Calculado"
"NTN-B";20170711;760199;20000715;20200815;"5,08";"5,06";"5,07";"3143,572064";"4,52238315433565E-15";"4,7822";"5,4497";"4,752";"5,4197";"Calculado"
"NTN-B";20170711;760199;20000715;20210515;"5,3839";"5,3604";"5,3758";"3086,641585";"5,72088232912174E-03";"5,1085";"5,7654";"5,0732";"5,7303";"Calculado"
"NTN-B";20170711;760199;20000715;20220815;"5,5734";"5,5536";"5,5624";"3124,349719";"4,28898616211935E-03";"5,331";"5,9768";"5,2708";"5,9166";"Calculado"
"NTN-B";20170711;760100;20000715;20230315;"--";"--";"5,5871";"3112,121672";"7,09051175700365E-03";"5,3496";"5,9896";"5,2991";"5,9391";"Calculado"
"NTN-B";20170711;760199;20000715;20230515;"5,6106";"5,58";"5,59";"3084,66845";"3,06506382232161E-15";"5,3534";"5,9914";"5,3034";"5,9414";"Calculado"
"NTN-B";20170711;760199;20000715;20240815;"5,5653";"5,5343";"5,55";"3145,506275";"9,05767818720588E-16";"5,314";"5,9354";"5,274";"5,8954";"Calculado"
"NTN-B";20170711;760199;20000715;20260815;"5,6309";"5,6048";"5,62";"3147,084184";"9,11251831401531E-16";"5,3879";"5,9962";"5,348";"5,9561";"Calculado"
"NTN-B";20170711;760199;20000715;20300815;"5,6218";"5,5778";"5,5988";"3179,316045";"8,9718796055184E-03";"5,3318";"5,946";"5,3175";"5,9315";"Calculado"
"NTN-B";20170711;760199;20000715;20350515;"5,6472";"5,6063";"5,6275";"3150,365756";"5,88991442671468E-03";"5,3518";"5,971";"5,3394";"5,9583";"Calculado"
"NTN-B";20170711;760199;20000715;20400815;"5,6079";"5,5547";"5,5795";"3231,60861";"2,63180677983902E-03";"5,3042";"5,9265";"5,2871";"5,909";"Calculado"
"NTN-B";20170711;760199;20000715;20450515;"5,6872";"5,6571";"5,6721";"3163,761515";"3,64323006988169E-03";"5,3949";"6,019";"5,3772";"6,0008";"Calculado"
"NTN-B";20170711;760199;20000715;20500815;"5,65";"5,62";"5,6336";"3234,794369";"5,42946553954667E-03";"5,3492";"5,9747";"5,3368";"5,9616";"Calculado"
"NTN-B";20170711;760199;20000715;20550515;"5,6126";"5,5662";"5,59";"3219,712912";"1,82785610799217E-15";"5,3049";"5,9314";"5,2919";"5,9175";"Calculado"
"NTN-F";20170711;950199;20120106;20180101;"8,7872";"8,7615";"8,7715";"1007,982734";"3,22053137984625E-03";"8,4738";"9,0615";"8,4544";"9,0407";"Calculado"
"NTN-F";20170711;950199;20130104;20190101;"8,7115";"8,6763";"8,69";"1020,300239";"1,56524758424934E-04";"8,3476";"9,1162";"8,317";"9,0847";"Calculado"
"NTN-F";20170711;950199;20100205;20210101;"9,8284";"9,8171";"9,823";"1008,313036";"3,22386708339258E-03";"9,3826";"10,4138";"9,3758";"10,4067";"Calculado"
"NTN-F";20170711;950199;20120309;20230101;"10,2434";"10,2307";"10,2386";"994,594838";"2,11184217734784E-03";"9,8092";"10,873";"9,7877";"10,8515";"Calculado"
"NTN-F";20170711;950199;20140110;20250101;"10,4359";"10,4197";"10,4279";"983,326516";"4,28330142247958E-03";"9,9459";"11,0469";"9,9383";"11,039";"Calculado"
"NTN-F";20170711;950199;20160115;20270101;"10,5049";"10,4908";"10,4973";"976,217492";"3,59940852056416E-03";"9,9423";"11,0961";"9,9492";"11,1025";"Calculado"
